,POP100,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,Series Complete,Vax_Rate
43,7,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18673,100
44,46456,46456,44541,42555,829,91,379,9,678,1915,1824,220,693,138,17,661,12,8,0,30,8,0,0,32,1,4,82,20,7,0,4,5,1,18,10,7,0,1,0,5,0,2,0,0,0,0,2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46456,965,45491,43824,42327,809,91,373,6,218,1667,1606,218,680,131,17,485,9,8,0,15,8,0,0,32,1,2,55,20,6,0,3,5,1,4,9,3,0,0,0,0,0,2,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18673,40
45,46456,46456,44541,42555,829,91,379,9,678,1915,1824,220,693,138,17,661,12,8,0,30,8,0,0,32,1,4,82,20,7,0,4,5,1,18,10,7,0,1,0,5,0,2,0,0,0,0,2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46456,965,45491,43824,42327,809,91,373,6,218,1667,1606,218,680,131,17,485,9,8,0,15,8,0,0,32,1,2,55,20,6,0,3,5,1,4,9,3,0,0,0,0,0,2,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18673,40
46,46456,46456,44541,42555,829,91,379,9,678,1915,1824,220,693,138,17,661,12,8,0,30,8,0,0,32,1,4,82,20,7,0,4,5,1,18,10,7,0,1,0,5,0,2,0,0,0,0,2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46456,965,45491,43824,42327,809,91,373,6,218,1667,1606,218,680,131,17,485,9,8,0,15,8,0,0,32,1,2,55,20,6,0,3,5,1,4,9,3,0,0,0,0,0,2,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18673,40
47,1472654,1472654,1280481,207573,487118,21539,69559,1640,493052,192173,175249,12298,1667,3877,110,77946,4766,1798,478,59626,496,103,6351,382,3084,2267,13624,2698,417,36,6508,68,15,1409,66,401,75,122,23,1092,58,304,123,8,94,33,74,3030,211,26,2441,4,195,10,2,27,5,30,3,30,1,36,9,247,63,161,16,4,3,0,23,23,1472654,806463,666191,637821,130796,419393,3087,67766,457,16322,28370,25908,6796,560,3525,43,1658,3234,1502,391,5343,420,23,301,346,1570,196,2120,1021,275,28,240,28,10,8,49,62,3,88,14,60,36,117,17,7,35,3,19,285,104,15,81,4,34,0,2,3,3,13,2,6,1,13,4,53,24,29,0,0,0,0,4,4,857631,58
48,1472654,1472654,1280481,207573,487118,21539,69559,1640,493052,192173,175249,12298,1667,3877,110,77946,4766,1798,478,59626,496,103,6351,382,3084,2267,13624,2698,417,36,6508,68,15,1409,66,401,75,122,23,1092,58,304,123,8,94,33,74,3030,211,26,2441,4,195,10,2,27,5,30,3,30,1,36,9,247,63,161,16,4,3,0,23,23,1472654,806463,666191,637821,130796,419393,3087,67766,457,16322,28370,25908,6796,560,3525,43,1658,3234,1502,391,5343,420,23,301,346,1570,196,2120,1021,275,28,240,28,10,8,49,62,3,88,14,60,36,117,17,7,35,3,19,285,104,15,81,4,34,0,2,3,3,13,2,6,1,13,4,53,24,29,0,0,0,0,4,4,857631,58
49,195828,195828,165488,23962,42203,3374,11804,199,83946,30340,27414,1596,248,455,17,12643,477,212,57,9474,72,18,1261,62,436,386,2384,400,47,10,1281,7,2,315,7,39,14,6,0,155,12,37,19,1,11,7,14,523,21,5,450,0,25,0,0,3,1,7,1,4,1,4,1,18,4,13,0,1,0,0,1,1,195828,131616,64212,61215,13543,33681,363,11518,50,2060,2997,2726,691,71,420,10,177,287,171,51,516,63,2,24,58,162,23,237,107,26,7,29,3,1,0,3,7,1,5,0,8,9,18,6,0,5,0,2,30,11,4,9,0,2,0,0,0,0,1,1,1,1,0,0,4,2,2,0,0,0,0,0,0,857631,100
50,249248,249248,218055,72431,49297,2845,29916,217,63349,31193,28169,1872,317,1501,25,15137,662,330,72,6309,106,17,682,82,745,312,2367,493,68,2,1034,9,3,367,22,91,10,27,9,122,7,46,23,1,14,4,15,605,29,6,501,0,36,3,1,5,0,6,1,9,0,5,3,49,9,33,4,1,2,0,3,3,249248,110263,138985,133310,58224,41764,512,29503,77,3230,5675,5257,1001,141,1404,9,531,404,283,63,680,98,6,61,79,459,38,349,151,47,2,38,7,3,0,18,16,2,17,6,6,3,19,0,1,6,0,7,55,16,4,18,0,4,0,1,0,0,4,1,3,0,2,2,14,2,12,0,0,0,0,0,0,857631,100
51,767335,767335,662575,63699,256308,13708,19898,1004,307958,104760,96242,6242,812,1070,44,41068,2698,734,216,36120,214,55,3946,187,1443,1393,6905,1315,203,14,3404,30,6,575,20,196,39,67,12,671,29,158,60,2,48,18,38,1462,115,12,1169,2,94,7,1,15,2,10,1,11,0,18,5,142,39,92,10,0,1,0,9,9,767335,494246,273089,260820,19507,212828,1607,19019,233,7626,12269,11125,3202,233,891,14,481,1806,580,170,2516,167,10,159,172,631,93,989,468,125,13,125,9,4,2,14,25,0,48,8,37,18,56,8,2,17,1,9,129,51,5,36,2,18,0,1,0,2,4,0,1,0,7,2,24,17,7,0,0,0,0,2,2,857631,100
52,260243,260243,234363,47481,139310,1612,7941,220,37799,25880,23424,2588,290,851,24,9098,929,522,133,7723,104,13,462,51,460,176,1968,490,99,10,789,22,4,152,17,75,12,22,2,144,10,63,21,4,21,4,7,440,46,3,321,2,40,0,0,4,2,7,0,6,0,9,0,38,11,23,2,2,0,0,10,10,260243,70338,189905,182476,39522,131120,605,7726,97,3406,7429,6800,1902,115,810,10,469,737,468,107,1631,92,5,57,37,318,42,545,295,77,6,48,9,2,6,14,14,0,18,0,9,6,24,3,4,7,2,1,71,26,2,18,2,10,0,0,3,1,4,0,1,0,4,0,11,3,8,0,0,0,0,2,2,857631,100
53,208513,208513,178819,16281,67263,3824,2830,253,88368,29694,27140,1772,225,207,9,11017,737,172,48,10755,56,15,1422,43,324,338,2087,385,58,3,1048,7,2,141,9,53,12,19,4,233,16,49,12,0,13,4,19,425,31,3,335,1,30,0,0,6,1,7,0,5,0,3,3,37,9,23,3,1,1,0,5,5,208513,141160,67353,64358,4461,55277,354,2617,61,1588,2995,2657,889,72,159,4,107,475,139,33,595,28,3,23,39,73,18,290,153,30,2,25,4,0,0,4,9,0,16,3,6,11,15,2,0,4,1,5,42,12,3,9,1,10,0,0,0,1,4,0,0,0,1,1,5,2,3,0,0,0,0,1,1,857631,100
54,343249,343249,298200,27057,125054,5672,17952,381,122084,45049,41459,2868,329,521,21,17999,1225,373,86,15188,116,28,1411,102,667,525,2845,601,55,7,1315,19,5,277,3,81,13,27,7,258,11,92,31,2,20,8,13,673,59,5,539,1,46,3,0,8,0,1,0,1,0,9,1,69,16,48,5,0,0,0,3,3,343249,202161,141088,135197,7411,105630,743,17574,94,3745,5891,5392,1535,88,441,4,196,824,306,73,1230,105,6,96,97,354,37,422,204,35,7,55,4,5,1,3,11,0,20,5,17,5,30,5,2,9,0,4,64,33,2,20,1,5,0,0,0,0,0,0,1,0,2,0,12,8,4,0,0,0,0,1,1,857631,100
55,330738,330738,283140,29861,93016,5949,8884,470,144960,47598,43601,2483,380,789,27,18913,1039,308,91,16124,80,18,1889,80,654,726,3353,531,81,5,1825,8,1,357,19,78,24,24,0,264,8,42,36,1,23,13,13,597,32,6,485,0,40,2,1,4,2,6,1,10,1,6,1,46,18,24,3,0,1,0,1,1,330738,225400,105338,100153,12023,75680,678,8430,102,3240,5185,4737,1141,107,711,13,255,682,232,74,1014,63,2,70,71,262,40,394,175,49,5,62,4,1,1,16,11,0,16,0,16,5,19,6,0,7,0,1,43,14,4,11,0,3,0,1,0,1,2,0,1,1,4,1,11,10,1,0,0,0,0,0,0,857631,100
56,320265,320265,278655,113940,51245,3344,28161,317,81648,41610,37342,2725,515,1869,34,20171,745,380,125,8336,124,23,895,105,899,396,3335,717,126,12,1498,18,2,420,17,135,16,32,9,195,10,62,26,5,19,4,12,872,47,11,730,0,44,5,1,6,0,8,2,8,0,7,3,58,9,44,4,0,1,0,3,3,320265,142391,177874,170254,95644,42096,597,27645,122,4150,7620,7020,1552,233,1757,16,923,436,321,101,818,117,5,62,92,525,62,506,205,91,11,55,13,0,1,14,25,2,20,5,15,7,23,2,5,8,0,4,76,21,5,25,0,10,0,1,2,0,4,2,3,0,1,2,18,3,15,0,0,0,0,0,0,857631,100
57,269889,269889,241667,20434,150540,2750,11732,219,55992,28222,25707,2450,218,491,19,9846,1020,565,128,9223,120,19,734,52,540,282,2004,464,97,9,822,16,5,214,18,54,10,20,3,142,13,59,18,0,19,4,17,463,42,1,352,2,35,0,0,3,2,8,0,6,0,11,1,37,11,22,1,3,0,0,11,11,269889,95351,174538,167859,11257,140710,715,11500,78,3599,6679,6102,1679,60,457,6,177,817,504,110,1686,107,7,50,47,356,39,508,284,70,3,43,3,4,5,12,6,1,16,1,6,8,30,2,0,7,2,5,60,24,1,16,2,6,0,0,1,1,3,0,1,0,5,0,7,1,6,0,0,0,0,2,2,857631,100
58,132025,132025,113470,8745,48328,1846,1806,171,52574,18555,16939,1013,110,91,4,6471,493,119,35,7230,24,10,876,27,205,231,1338,208,36,2,735,4,0,91,7,28,13,7,1,128,11,28,9,2,14,5,9,252,21,2,203,0,14,1,0,0,0,7,0,1,0,1,2,26,4,17,3,1,1,0,0,0,132025,83254,48771,46815,2690,41064,218,1697,47,1099,1956,1740,526,33,60,0,69,340,87,29,471,11,2,19,23,55,15,185,93,24,2,18,0,0,0,6,4,0,6,1,7,8,4,2,2,6,0,2,27,10,2,11,0,1,0,0,0,0,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,857631,100
59,129010,129010,109694,16359,28165,2463,4406,140,58161,19316,17732,994,159,358,16,8393,325,132,30,5992,45,15,703,41,286,243,1321,195,27,2,728,4,2,155,3,35,7,10,0,86,4,21,18,1,10,5,8,250,15,4,200,0,15,1,1,2,1,1,1,5,1,2,1,13,5,8,0,0,0,0,0,0,129010,89316,39694,37605,9397,22423,224,4236,28,1297,2089,1919,428,46,319,13,158,202,107,25,396,40,2,20,36,115,12,144,63,19,2,11,3,1,0,1,6,0,7,0,3,4,10,7,0,5,0,2,23,9,3,4,0,3,0,1,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,0,0,857631,100
60,142086,142086,123245,9886,63837,1581,1091,210,46640,18841,17397,1343,119,132,7,6578,597,130,40,7485,23,10,481,47,166,239,1187,287,24,4,550,3,2,81,4,35,6,8,0,113,3,29,15,0,11,3,9,231,24,0,183,1,14,1,0,2,1,0,0,0,0,5,0,25,5,17,3,0,0,0,1,1,142086,81025,61061,58741,2406,54063,240,945,44,1043,2320,2114,740,30,108,0,81,407,108,33,499,21,2,10,42,26,7,187,91,15,4,26,1,2,2,4,8,0,3,0,9,3,12,2,0,3,0,2,16,9,0,3,1,1,0,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,857631,100
61,133812,133812,116628,31082,31091,1852,14173,107,38323,17184,15500,930,129,885,14,7542,417,184,49,4143,44,12,561,38,348,204,1332,254,41,2,576,6,2,237,10,54,6,10,5,66,5,22,17,0,9,2,8,329,14,1,267,1,20,1,0,4,0,5,1,8,0,5,2,21,6,11,1,1,2,0,2,2,133812,63313,70499,67436,24557,27114,260,13939,51,1515,3063,2824,525,53,840,8,229,268,153,45,409,37,5,25,34,180,13,203,100,26,1,16,4,2,1,6,11,3,6,2,2,1,15,0,0,3,0,4,32,7,1,15,1,1,0,0,0,0,1,1,3,0,2,0,4,0,4,0,0,0,0,0,0,857631,100
62,134044,134044,116000,47004,25398,1343,8303,138,33814,18044,16088,1333,246,806,12,7652,270,183,59,4512,70,7,364,52,346,176,1552,309,38,9,766,16,1,183,8,48,8,9,0,99,8,24,11,4,6,0,5,382,12,2,326,0,26,0,0,3,0,6,1,5,0,1,0,21,6,14,1,0,0,0,1,1,134044,57703,76341,72776,40892,21480,278,8113,59,1954,3565,3312,838,107,775,5,434,173,151,45,415,69,1,29,43,204,23,220,105,27,6,21,6,0,1,7,12,0,8,0,9,5,5,2,4,2,0,0,23,3,1,7,0,7,0,0,2,0,1,1,1,0,0,0,10,3,7,0,0,0,0,0,0,857631,100
63,136716,136716,120159,43322,35833,1254,9896,113,29741,16557,14941,1224,220,470,12,8538,356,156,18,3192,43,13,271,32,290,106,1284,312,40,3,599,5,0,130,11,40,4,19,3,68,7,19,5,1,8,2,8,304,18,3,258,0,12,2,1,0,0,4,0,2,0,3,1,26,2,21,2,1,0,0,2,2,136716,55098,81618,78706,35397,31758,282,9719,36,1514,2912,2652,735,90,428,3,291,237,134,16,423,38,4,29,32,175,17,232,121,27,2,27,4,0,0,8,4,0,13,3,4,6,7,0,1,3,0,2,21,7,3,2,0,2,0,1,0,0,3,0,0,0,2,1,7,1,6,0,0,0,0,0,0,857631,100
64,134315,134315,122417,6067,93239,802,2553,119,19637,11898,10856,1215,91,163,9,3334,531,345,94,4466,47,4,239,16,197,105,837,205,60,4,287,6,3,63,5,28,7,6,1,88,4,43,9,0,10,4,4,178,26,1,116,1,17,0,0,2,2,4,0,2,0,7,0,18,6,10,1,1,0,0,9,9,134315,35162,99153,95570,2674,88344,315,2470,39,1728,3583,3267,899,27,148,2,74,432,316,80,1056,39,1,22,12,131,28,270,138,49,2,28,1,2,4,5,4,0,4,0,5,2,18,1,0,5,2,0,42,17,1,12,1,3,0,0,1,1,4,0,0,0,2,0,2,1,1,0,0,0,0,2,2,857631,100
65,133276,133276,114584,11878,40471,3139,1915,156,57025,18692,17142,1145,172,204,10,7549,479,126,37,6118,36,15,832,25,178,216,1219,246,33,2,563,5,1,95,5,39,3,16,4,145,7,30,7,0,5,2,11,302,12,6,237,1,27,0,0,7,1,2,0,4,0,4,1,25,6,17,2,0,0,0,4,4,133276,92440,40836,38897,3294,32639,224,1742,32,966,1939,1712,565,50,168,5,82,289,107,25,316,22,1,15,23,39,5,191,98,14,1,25,4,0,0,1,7,0,14,3,2,3,12,1,0,2,1,3,33,5,2,8,1,13,0,0,0,1,1,0,0,0,1,1,3,1,2,0,0,0,0,0,0,857631,100
66,127222,127222,110063,11199,42538,2523,2411,159,51233,17159,15724,1048,132,153,10,7425,431,116,36,5142,61,8,637,37,269,219,1160,247,44,1,506,15,2,98,1,25,4,14,4,129,0,40,13,0,10,3,4,236,18,3,187,0,17,1,0,5,0,0,0,2,0,3,0,37,7,29,1,0,0,0,2,2,127222,83124,44098,41964,2367,35386,296,2268,46,1601,2134,1911,561,31,116,2,65,297,84,27,404,53,3,52,36,162,18,195,80,30,1,28,2,2,0,1,0,0,10,2,15,0,18,2,0,4,0,0,22,13,1,4,0,2,0,0,0,0,0,0,1,0,1,0,5,3,2,0,0,0,0,1,1,857631,100
67,132131,132131,113879,9688,38119,2439,2443,163,61027,18252,16825,976,138,105,5,7016,392,102,37,6566,23,3,853,27,244,338,1173,183,38,3,684,2,1,69,1,30,9,11,0,106,0,11,9,0,7,7,2,238,17,1,201,0,13,1,0,1,0,0,0,0,0,4,0,15,8,7,0,0,0,0,1,1,132131,93126,39005,37321,2573,30968,270,2272,29,1209,1684,1541,429,34,87,3,72,278,74,32,386,11,0,12,27,85,11,125,58,19,3,28,1,0,0,0,2,0,8,0,2,0,3,0,0,1,0,0,14,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,1,857631,100
68,138017,138017,120342,12343,40099,2297,20562,164,44877,17675,16105,1077,151,510,11,7448,475,205,43,4780,80,6,534,40,555,190,1221,252,36,4,514,2,1,207,11,39,8,12,5,64,9,37,10,0,4,0,6,328,34,3,263,0,20,2,0,1,0,1,0,1,0,1,2,20,8,10,2,0,0,0,1,1,138017,72902,65115,61990,4549,34154,480,20365,46,2396,3125,2916,550,59,476,2,103,311,181,34,568,79,2,68,38,398,47,168,74,25,4,12,2,1,0,10,4,0,9,3,2,4,13,0,0,1,0,4,32,19,1,9,0,1,0,0,0,0,0,0,0,0,1,1,9,4,5,0,0,0,0,0,0,857631,100
69,198683,198683,185345,158674,12684,556,9372,84,3975,13338,12412,3053,2685,1162,70,4411,266,89,50,513,7,0,23,27,42,14,813,330,61,15,167,42,8,71,33,13,7,7,5,20,5,16,1,0,9,3,0,103,19,3,60,0,17,0,0,0,0,2,0,0,1,1,0,10,4,0,6,0,0,0,0,0,198683,10285,188398,178398,156173,11547,413,9337,64,864,10000,9473,2769,2526,1132,66,2359,226,83,36,207,7,0,5,25,31,1,493,255,53,15,48,37,1,13,28,10,4,6,0,4,5,10,1,0,0,3,0,30,17,3,3,0,6,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,113433,57
70,47969,47969,43563,32050,7065,226,2859,19,1344,4406,4041,1239,687,325,22,1205,165,38,20,301,0,0,2,8,20,9,321,134,25,6,89,7,3,28,4,4,2,0,1,6,0,10,1,0,0,1,0,41,4,2,32,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,47969,4155,43814,40771,31076,6377,160,2847,15,296,3043,2864,1115,624,318,21,456,138,35,15,120,0,0,0,7,14,1,169,92,22,6,21,7,0,5,3,2,1,0,0,0,0,8,1,0,0,1,0,10,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
71,7261,7261,7206,4454,415,29,1405,0,903,55,54,13,1,24,2,9,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7261,1006,6255,6214,4379,405,29,1400,0,1,41,41,13,1,22,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
72,2884,2884,2727,2646,24,3,32,0,22,157,152,35,34,29,0,53,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,51,2833,2702,2635,24,3,32,0,8,131,127,35,31,29,0,32,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
73,728,728,699,683,9,0,1,1,5,29,28,10,6,1,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,21,707,684,673,9,0,1,1,0,23,22,8,6,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
74,13667,13667,12465,10432,1315,49,266,25,378,1202,1105,371,232,67,4,325,34,9,5,53,0,0,1,0,1,3,91,49,5,0,17,3,3,2,4,2,0,2,1,2,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,13667,1021,12646,11779,10185,1176,36,265,16,101,867,801,336,219,61,2,130,33,9,3,7,0,0,0,0,1,0,63,42,3,0,7,2,1,0,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,113433,100
75,11762,11762,11062,10139,454,18,283,8,160,700,645,171,129,67,0,245,15,3,5,6,0,0,4,0,0,0,43,9,8,2,9,0,1,7,0,0,1,2,0,2,0,1,0,0,1,0,0,11,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11762,510,11252,10727,10001,410,4,278,5,29,525,495,155,119,67,0,126,14,3,5,6,0,0,0,0,0,0,26,9,7,2,4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,113433,100
76,446,446,428,423,4,0,0,0,1,18,16,3,8,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,14,432,417,415,1,0,0,0,1,15,13,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
77,15343,15343,14183,11388,1280,36,1131,13,335,1160,1053,320,205,105,2,305,21,14,9,55,0,0,4,8,5,0,100,50,5,3,15,6,1,8,5,1,0,1,0,4,0,0,0,0,1,0,0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15343,930,14413,13550,11152,1150,12,1129,12,95,863,802,296,189,105,2,132,18,11,9,26,0,0,1,8,5,0,60,34,5,3,8,3,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
78,348,348,327,318,4,2,1,0,2,21,21,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,4,344,325,318,4,2,1,0,0,19,19,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
79,1699,1699,1626,1569,35,1,10,0,11,73,69,26,15,3,1,21,0,0,0,3,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,45,1654,1599,1555,34,1,9,0,0,55,51,23,12,3,1,10,0,0,0,2,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
80,960,960,917,888,9,2,3,0,15,43,42,8,12,3,0,15,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,29,931,894,877,9,1,3,0,4,37,36,8,12,3,0,11,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
81,907,907,847,828,4,3,4,0,8,60,59,8,18,7,0,24,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,25,882,840,826,4,2,4,0,4,42,42,4,17,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
82,2127,2127,2022,1961,39,0,1,1,20,105,94,16,21,4,5,40,6,1,0,0,0,0,0,0,1,0,6,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,75,2052,1981,1937,37,0,1,1,5,71,64,14,19,4,5,16,4,1,0,0,0,0,0,0,1,0,6,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113433,100
83,196556,196556,183323,156713,12645,556,9371,83,3955,13233,12318,3037,2664,1158,65,4371,260,88,50,513,7,0,23,27,41,14,807,329,61,14,167,42,8,68,33,13,7,7,5,20,4,16,1,0,9,3,0,98,19,3,56,0,16,0,0,0,0,2,0,0,1,1,0,10,4,0,6,0,0,0,0,0,196556,10210,186346,176417,154236,11510,413,9336,63,859,9929,9409,2755,2507,1128,61,2343,222,82,36,207,7,0,5,25,30,1,487,254,53,14,48,37,1,10,28,10,4,6,0,4,4,10,1,0,0,3,0,29,17,3,3,0,5,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,113433,58
