Region,County,First Dose,Series Complete,Report as of
Mohawk Valley,Oneida,133863,123169,2021-10-04
Central New York,Onondaga,319270,294649,2021-10-04
Finger Lakes,Ontario,73218,68975,2021-10-04
Mid-Hudson,Orange,220348,198662,2021-10-04
Finger Lakes,Orleans,21085,19431,2021-10-04
Central New York,Oswego,69404,64526,2021-10-04
Mohawk Valley,Otsego,35933,33436,2021-10-04
Mid-Hudson,Putnam,70973,63474,2021-10-04
New York City,Queens,1810192,1627823,2021-10-04
Capital Region,Rensselaer,103658,96093,2021-10-04
New York City,Richmond,320678,286257,2021-10-04
Mid-Hudson,Rockland,197841,177959,2021-10-04
Capital Region,Saratoga,163182,152759,2021-10-04
Capital Region,Schenectady,116941,108110,2021-10-04
Mohawk Valley,Schoharie,16963,15994,2021-10-04
Southern Tier,Schuyler,9978,9250,2021-10-04
Finger Lakes,Seneca,17184,15993,2021-10-04
North Country,St. Lawrence,62835,58502,2021-10-04
Southern Tier,Steuben,47507,44121,2021-10-04
Long Island,Suffolk,1060376,951941,2021-10-04
Mid-Hudson,Sullivan,43301,38619,2021-10-04
Southern Tier,Tioga,22662,21314,2021-10-04
Southern Tier,Tompkins,74995,70068,2021-10-04
Mid-Hudson,Ulster,128474,116364,2021-10-04
Capital Region,Warren,46229,43598,2021-10-04
Capital Region,Washington,36571,34484,2021-10-04
Finger Lakes,Wayne,56097,52120,2021-10-04
Mid-Hudson,Westchester,735123,658603,2021-10-04
Finger Lakes,Wyoming,20304,18870,2021-10-04
Finger Lakes,Yates,12692,11701,2021-10-04
Capital Region,Albany,219816,202064,2021-10-05
Western New York,Allegany,19804,18275,2021-10-05
New York City,Bronx,945397,819951,2021-10-05
Southern Tier,Broome,119722,111846,2021-10-05
Western New York,Cattaraugus,37374,34202,2021-10-05
Central New York,Cayuga,43829,40447,2021-10-05
Western New York,Chautauqua,70398,63982,2021-10-05
Southern Tier,Chemung,42556,39664,2021-10-05
Southern Tier,Chenango,27367,25703,2021-10-05
North Country,Clinton,52737,49262,2021-10-05
Capital Region,Columbia,40760,37085,2021-10-05
Central New York,Cortland,26159,24419,2021-10-05
Southern Tier,Delaware,23624,21781,2021-10-05
Mid-Hudson,Dutchess,196980,176258,2021-10-05
Western New York,Erie,608988,560036,2021-10-05
North Country,Essex,24483,22944,2021-10-05
North Country,Franklin,27391,25471,2021-10-05
Mohawk Valley,Fulton,26201,24322,2021-10-05
Finger Lakes,Genesee,32624,30191,2021-10-05
Capital Region,Greene,28251,25395,2021-10-05
North Country,Hamilton,3336,3095,2021-10-05
Mohawk Valley,Herkimer,32721,30192,2021-10-05
North Country,Jefferson,64162,52810,2021-10-05
New York City,Kings,1655605,1469005,2021-10-05
North Country,Lewis,12648,11915,2021-10-05
Finger Lakes,Livingston,35855,33755,2021-10-05
Central New York,Madison,48149,44800,2021-10-05
Finger Lakes,Monroe,501275,466989,2021-10-05
Mohawk Valley,Montgomery,30790,28673,2021-10-05
Long Island,Nassau,1069946,962564,2021-10-05
New York City,New York,1338995,1179667,2021-10-05
Western New York,Niagara,129539,120334,2021-10-05
Mohawk Valley,Oneida,134027,123282,2021-10-05
Central New York,Onondaga,319411,294764,2021-10-05
Finger Lakes,Ontario,73256,69014,2021-10-05
Mid-Hudson,Orange,220546,198883,2021-10-05
Finger Lakes,Orleans,21098,19438,2021-10-05
Central New York,Oswego,69445,64570,2021-10-05
Mohawk Valley,Otsego,35955,33482,2021-10-05
Mid-Hudson,Putnam,71027,63525,2021-10-05
New York City,Queens,1812883,1630789,2021-10-05
Capital Region,Rensselaer,103728,96153,2021-10-05
New York City,Richmond,321346,286817,2021-10-05
Mid-Hudson,Rockland,197985,178094,2021-10-05
Capital Region,Saratoga,163265,152824,2021-10-05
Capital Region,Schenectady,117013,108181,2021-10-05
Mohawk Valley,Schoharie,16971,16009,2021-10-05
Southern Tier,Schuyler,9991,9270,2021-10-05
Finger Lakes,Seneca,17199,16009,2021-10-05
North Country,St. Lawrence,62899,58569,2021-10-05
Southern Tier,Steuben,47553,44175,2021-10-05
Long Island,Suffolk,1061490,952954,2021-10-05
Mid-Hudson,Sullivan,43326,38651,2021-10-05
Southern Tier,Tioga,22669,21321,2021-10-05
Southern Tier,Tompkins,75025,70102,2021-10-05
Mid-Hudson,Ulster,128540,116444,2021-10-05
Capital Region,Warren,46266,43635,2021-10-05
Capital Region,Washington,36588,34498,2021-10-05
Finger Lakes,Wayne,56161,52242,2021-10-05
Mid-Hudson,Westchester,735830,659465,2021-10-05
Finger Lakes,Wyoming,20322,18885,2021-10-05
Finger Lakes,Yates,12699,11706,2021-10-05
Capital Region,Albany,220032,202264,2021-10-06
Western New York,Allegany,19823,18301,2021-10-06
New York City,Bronx,948284,823187,2021-10-06
Southern Tier,Broome,119851,111970,2021-10-06
Western New York,Cattaraugus,37411,34257,2021-10-06
Central New York,Cayuga,43871,40495,2021-10-06
Western New York,Chautauqua,70502,64070,2021-10-06
Southern Tier,Chemung,42618,39730,2021-10-06
Southern Tier,Chenango,27413,25727,2021-10-06
North Country,Clinton,52764,49403,2021-10-06
Capital Region,Columbia,40798,37154,2021-10-06
Central New York,Cortland,26180,24443,2021-10-06
Southern Tier,Delaware,23652,21809,2021-10-06
Mid-Hudson,Dutchess,197209,176514,2021-10-06
Western New York,Erie,609958,561087,2021-10-06
North Country,Essex,24499,22960,2021-10-06
North Country,Franklin,27406,25494,2021-10-06
Mohawk Valley,Fulton,26241,24370,2021-10-06
Finger Lakes,Genesee,32678,30280,2021-10-06
Capital Region,Greene,28289,25428,2021-10-06
North Country,Hamilton,3344,3098,2021-10-06
Mohawk Valley,Herkimer,32755,30215,2021-10-06
North Country,Jefferson,64265,52916,2021-10-06
New York City,Kings,1660001,1473645,2021-10-06
North Country,Lewis,12663,11932,2021-10-06
Finger Lakes,Livingston,35898,33792,2021-10-06
Central New York,Madison,48199,44836,2021-10-06
Finger Lakes,Monroe,501883,467583,2021-10-06
Mohawk Valley,Montgomery,30820,28712,2021-10-06
Long Island,Nassau,1071929,964565,2021-10-06
New York City,New York,1341076,1181587,2021-10-06
Western New York,Niagara,129682,120487,2021-10-06
Mohawk Valley,Oneida,134202,123462,2021-10-06
Central New York,Onondaga,319783,295115,2021-10-06
Finger Lakes,Ontario,73303,69073,2021-10-06
Mid-Hudson,Orange,221116,199527,2021-10-06
Finger Lakes,Orleans,21185,19483,2021-10-06
Central New York,Oswego,69532,64681,2021-10-06
Mohawk Valley,Otsego,35998,33518,2021-10-06
Mid-Hudson,Putnam,71114,63611,2021-10-06
New York City,Queens,1816058,1634715,2021-10-06
Capital Region,Rensselaer,103843,96265,2021-10-06
New York City,Richmond,321892,287628,2021-10-06
Mid-Hudson,Rockland,198361,178506,2021-10-06
Capital Region,Saratoga,163390,152951,2021-10-06
Capital Region,Schenectady,117127,108287,2021-10-06
Mohawk Valley,Schoharie,16992,16032,2021-10-06
Southern Tier,Schuyler,10006,9283,2021-10-06
Finger Lakes,Seneca,17208,16027,2021-10-06
North Country,St. Lawrence,62959,58654,2021-10-06
Southern Tier,Steuben,47606,44225,2021-10-06
Long Island,Suffolk,1063966,955113,2021-10-06
Mid-Hudson,Sullivan,43446,38758,2021-10-06
Southern Tier,Tioga,22701,21340,2021-10-06
Southern Tier,Tompkins,75075,70151,2021-10-06
Mid-Hudson,Ulster,128679,116618,2021-10-06
Capital Region,Warren,46322,43682,2021-10-06
Capital Region,Washington,36631,34555,2021-10-06
Finger Lakes,Wayne,56240,52339,2021-10-06
Mid-Hudson,Westchester,736905,660569,2021-10-06
Finger Lakes,Wyoming,20348,18914,2021-10-06
Finger Lakes,Yates,12712,11722,2021-10-06
Capital Region,Albany,220264,202433,2021-10-07
Western New York,Allegany,19842,18347,2021-10-07
New York City,Bronx,950632,826160,2021-10-07
Southern Tier,Broome,119933,112079,2021-10-07
Western New York,Cattaraugus,37433,34311,2021-10-07
Central New York,Cayuga,43918,40577,2021-10-07
Western New York,Chautauqua,70561,64172,2021-10-07
Southern Tier,Chemung,42650,39780,2021-10-07
Southern Tier,Chenango,27437,25758,2021-10-07
North Country,Clinton,52797,49521,2021-10-07
Capital Region,Columbia,40830,37183,2021-10-07
Central New York,Cortland,26193,24468,2021-10-07
Southern Tier,Delaware,23671,21833,2021-10-07
Mid-Hudson,Dutchess,197446,176796,2021-10-07
Western New York,Erie,610620,561773,2021-10-07
North Country,Essex,24516,22967,2021-10-07
North Country,Franklin,27432,25519,2021-10-07
Mohawk Valley,Fulton,26264,24393,2021-10-07
Finger Lakes,Genesee,32705,30302,2021-10-07
Capital Region,Greene,28319,25445,2021-10-07
North Country,Hamilton,3348,3099,2021-10-07
Mohawk Valley,Herkimer,32798,30256,2021-10-07
North Country,Jefferson,64384,53020,2021-10-07
New York City,Kings,1663997,1478074,2021-10-07
North Country,Lewis,12680,11946,2021-10-07
Finger Lakes,Livingston,35919,33814,2021-10-07
Central New York,Madison,48234,44880,2021-10-07
Finger Lakes,Monroe,502331,468067,2021-10-07
Mohawk Valley,Montgomery,30865,28762,2021-10-07
Long Island,Nassau,1073211,965971,2021-10-07
New York City,New York,1342647,1183215,2021-10-07
Western New York,Niagara,129860,120627,2021-10-07
Mohawk Valley,Oneida,134369,123582,2021-10-07
Central New York,Onondaga,320050,295391,2021-10-07
Finger Lakes,Ontario,73365,69125,2021-10-07
Mid-Hudson,Orange,221399,199916,2021-10-07
Finger Lakes,Orleans,21232,19542,2021-10-07
Central New York,Oswego,69605,64745,2021-10-07
Mohawk Valley,Otsego,36029,33561,2021-10-07
Mid-Hudson,Putnam,71182,63670,2021-10-07
New York City,Queens,1818711,1638302,2021-10-07
Capital Region,Rensselaer,103935,96337,2021-10-07
New York City,Richmond,322469,288469,2021-10-07
Mid-Hudson,Rockland,198712,178832,2021-10-07
Capital Region,Saratoga,163493,153041,2021-10-07
Capital Region,Schenectady,117218,108373,2021-10-07
Mohawk Valley,Schoharie,17012,16045,2021-10-07
Southern Tier,Schuyler,10017,9290,2021-10-07
Finger Lakes,Seneca,17226,16045,2021-10-07
North Country,St. Lawrence,63022,58728,2021-10-07
Southern Tier,Steuben,47646,44282,2021-10-07
Long Island,Suffolk,1065154,956484,2021-10-07
Mid-Hudson,Sullivan,43498,38849,2021-10-07
Southern Tier,Tioga,22716,21363,2021-10-07
Southern Tier,Tompkins,75116,70184,2021-10-07
Mid-Hudson,Ulster,128792,116751,2021-10-07
Capital Region,Warren,46355,43711,2021-10-07
Capital Region,Washington,36658,34612,2021-10-07
Finger Lakes,Wayne,56321,52526,2021-10-07
Mid-Hudson,Westchester,737703,661412,2021-10-07
Finger Lakes,Wyoming,20361,18927,2021-10-07
Finger Lakes,Yates,12729,11741,2021-10-07
Capital Region,Albany,220443,202563,2021-10-08
Western New York,Allegany,19854,18383,2021-10-08
New York City,Bronx,953073,829338,2021-10-08
Southern Tier,Broome,120062,112206,2021-10-08
Western New York,Cattaraugus,37499,34384,2021-10-08
Central New York,Cayuga,43979,40646,2021-10-08
Western New York,Chautauqua,70656,64261,2021-10-08
Southern Tier,Chemung,42696,39849,2021-10-08
Southern Tier,Chenango,27472,25784,2021-10-08
North Country,Clinton,52818,49559,2021-10-08
Capital Region,Columbia,40868,37216,2021-10-08
Central New York,Cortland,26212,24490,2021-10-08
Southern Tier,Delaware,23704,21862,2021-10-08
Mid-Hudson,Dutchess,197622,176971,2021-10-08
Western New York,Erie,611206,562432,2021-10-08
North Country,Essex,24532,22990,2021-10-08
North Country,Franklin,27440,25543,2021-10-08
Mohawk Valley,Fulton,26288,24429,2021-10-08
Finger Lakes,Genesee,32742,30345,2021-10-08
Capital Region,Greene,28341,25484,2021-10-08
North Country,Hamilton,3349,3101,2021-10-08
Mohawk Valley,Herkimer,32835,30296,2021-10-08
North Country,Jefferson,64453,53120,2021-10-08
New York City,Kings,1667264,1482000,2021-10-08
North Country,Lewis,12695,11983,2021-10-08
Finger Lakes,Livingston,35949,33855,2021-10-08
Central New York,Madison,48260,44917,2021-10-08
Finger Lakes,Monroe,502792,468573,2021-10-08
Mohawk Valley,Montgomery,30901,28806,2021-10-08
Long Island,Nassau,1074284,967367,2021-10-08
New York City,New York,1344508,1185111,2021-10-08
Western New York,Niagara,129984,120762,2021-10-08
Mohawk Valley,Oneida,134573,123738,2021-10-08
Central New York,Onondaga,320311,295622,2021-10-08
Finger Lakes,Ontario,73397,69178,2021-10-08
Mid-Hudson,Orange,221669,200231,2021-10-08
Finger Lakes,Orleans,21246,19561,2021-10-08
Central New York,Oswego,69672,64818,2021-10-08
Mohawk Valley,Otsego,36066,33591,2021-10-08
Mid-Hudson,Putnam,71239,63732,2021-10-08
New York City,Queens,1821066,1641453,2021-10-08
Capital Region,Rensselaer,104030,96413,2021-10-08
New York City,Richmond,322944,289140,2021-10-08
Mid-Hudson,Rockland,198895,179046,2021-10-08
Capital Region,Saratoga,163616,153141,2021-10-08
Capital Region,Schenectady,117334,108519,2021-10-08
Mohawk Valley,Schoharie,17029,16066,2021-10-08
Southern Tier,Schuyler,10024,9303,2021-10-08
Finger Lakes,Seneca,17238,16069,2021-10-08
North Country,St. Lawrence,63101,58833,2021-10-08
Southern Tier,Steuben,47706,44376,2021-10-08
Long Island,Suffolk,1066792,958372,2021-10-08
Mid-Hudson,Sullivan,43535,38915,2021-10-08
Southern Tier,Tioga,22737,21389,2021-10-08
Southern Tier,Tompkins,75153,70248,2021-10-08
Mid-Hudson,Ulster,128948,116926,2021-10-08
Capital Region,Warren,46381,43749,2021-10-08
Capital Region,Washington,36675,34647,2021-10-08
Finger Lakes,Wayne,56358,52586,2021-10-08
Mid-Hudson,Westchester,738474,662247,2021-10-08
Finger Lakes,Wyoming,20410,18971,2021-10-08
Finger Lakes,Yates,12737,11755,2021-10-08
Capital Region,Albany,220543,202664,2021-10-09
Western New York,Allegany,19893,18432,2021-10-09
New York City,Bronx,954767,831347,2021-10-09
Southern Tier,Broome,120121,112318,2021-10-09
Western New York,Cattaraugus,37537,34443,2021-10-09
Central New York,Cayuga,43991,40674,2021-10-09
Western New York,Chautauqua,70742,64413,2021-10-09
Southern Tier,Chemung,42722,39884,2021-10-09
Southern Tier,Chenango,27484,25796,2021-10-09
North Country,Clinton,52840,49601,2021-10-09
Capital Region,Columbia,40908,37252,2021-10-09
Central New York,Cortland,26225,24508,2021-10-09
Southern Tier,Delaware,23717,21880,2021-10-09
Mid-Hudson,Dutchess,197787,177152,2021-10-09
Western New York,Erie,611611,563016,2021-10-09
North Country,Essex,24543,22997,2021-10-09
North Country,Franklin,27451,25561,2021-10-09
Mohawk Valley,Fulton,26308,24460,2021-10-09
Finger Lakes,Genesee,32768,30368,2021-10-09
Capital Region,Greene,28360,25509,2021-10-09
North Country,Hamilton,3349,3104,2021-10-09
Mohawk Valley,Herkimer,32864,30336,2021-10-09
North Country,Jefferson,64501,53181,2021-10-09
New York City,Kings,1669971,1485419,2021-10-09
North Country,Lewis,12702,11997,2021-10-09
Finger Lakes,Livingston,35969,33881,2021-10-09
Central New York,Madison,48290,44942,2021-10-09
Finger Lakes,Monroe,503085,468940,2021-10-09
Mohawk Valley,Montgomery,30927,28841,2021-10-09
Long Island,Nassau,1075359,968662,2021-10-09
New York City,New York,1345687,1186342,2021-10-09
Western New York,Niagara,130100,120894,2021-10-09
Mohawk Valley,Oneida,134678,123876,2021-10-09
Central New York,Onondaga,320454,295814,2021-10-09
Finger Lakes,Ontario,73430,69230,2021-10-09
Mid-Hudson,Orange,221896,200503,2021-10-09
Finger Lakes,Orleans,21270,19591,2021-10-09
Central New York,Oswego,69717,64881,2021-10-09
Mohawk Valley,Otsego,36084,33624,2021-10-09
Mid-Hudson,Putnam,71270,63779,2021-10-09
New York City,Queens,1823310,1644574,2021-10-09
Capital Region,Rensselaer,104097,96502,2021-10-09
New York City,Richmond,323295,289725,2021-10-09
Mid-Hudson,Rockland,199064,179246,2021-10-09
Capital Region,Saratoga,163694,153241,2021-10-09
Capital Region,Schenectady,117413,108584,2021-10-09
Mohawk Valley,Schoharie,17035,16072,2021-10-09
Southern Tier,Schuyler,10027,9308,2021-10-09
Finger Lakes,Seneca,17247,16077,2021-10-09
North Country,St. Lawrence,63143,58894,2021-10-09
Southern Tier,Steuben,47732,44425,2021-10-09
Long Island,Suffolk,1067852,959817,2021-10-09
Mid-Hudson,Sullivan,43564,38956,2021-10-09
Southern Tier,Tioga,22751,21406,2021-10-09
Southern Tier,Tompkins,75191,70287,2021-10-09
Mid-Hudson,Ulster,129014,117017,2021-10-09
Capital Region,Warren,46409,43778,2021-10-09
Capital Region,Washington,36697,34680,2021-10-09
Finger Lakes,Wayne,56427,52648,2021-10-09
Mid-Hudson,Westchester,739100,662910,2021-10-09
Finger Lakes,Wyoming,20422,18991,2021-10-09
Finger Lakes,Yates,12746,11762,2021-10-09
Capital Region,Albany,220608,202713,2021-10-10
Western New York,Allegany,19896,18439,2021-10-10
New York City,Bronx,955302,832103,2021-10-10
Southern Tier,Broome,120148,112348,2021-10-10
Western New York,Cattaraugus,37551,34471,2021-10-10
Central New York,Cayuga,43998,40696,2021-10-10
Western New York,Chautauqua,70776,64482,2021-10-10
Southern Tier,Chemung,42747,39904,2021-10-10
Southern Tier,Chenango,27495,25804,2021-10-10
North Country,Clinton,52844,49622,2021-10-10
Capital Region,Columbia,40919,37269,2021-10-10
Central New York,Cortland,26234,24528,2021-10-10
Southern Tier,Delaware,23722,21891,2021-10-10
Mid-Hudson,Dutchess,197868,177238,2021-10-10
Western New York,Erie,611816,563348,2021-10-10
North Country,Essex,24550,22998,2021-10-10
North Country,Franklin,27467,25583,2021-10-10
Mohawk Valley,Fulton,26312,24473,2021-10-10
Finger Lakes,Genesee,32777,30384,2021-10-10
Capital Region,Greene,28365,25513,2021-10-10
North Country,Hamilton,3349,3104,2021-10-10
Mohawk Valley,Herkimer,32879,30346,2021-10-10
North Country,Jefferson,64535,53216,2021-10-10
New York City,Kings,1671329,1487337,2021-10-10
North Country,Lewis,12703,12003,2021-10-10
Finger Lakes,Livingston,35975,33887,2021-10-10
Central New York,Madison,48306,44961,2021-10-10
Finger Lakes,Monroe,503193,469136,2021-10-10
Mohawk Valley,Montgomery,30942,28855,2021-10-10
Long Island,Nassau,1075684,969112,2021-10-10
New York City,New York,1346231,1186879,2021-10-10
Western New York,Niagara,130150,120959,2021-10-10
Mohawk Valley,Oneida,134735,123939,2021-10-10
Central New York,Onondaga,320531,295914,2021-10-10
Finger Lakes,Ontario,73456,69268,2021-10-10
Mid-Hudson,Orange,221974,200644,2021-10-10
Finger Lakes,Orleans,21278,19605,2021-10-10
Central New York,Oswego,69729,64930,2021-10-10
Mohawk Valley,Otsego,36091,33635,2021-10-10
Mid-Hudson,Putnam,71284,63799,2021-10-10
New York City,Queens,1824473,1646256,2021-10-10
Capital Region,Rensselaer,104129,96554,2021-10-10
New York City,Richmond,323414,289984,2021-10-10
Mid-Hudson,Rockland,199132,179312,2021-10-10
Capital Region,Saratoga,163725,153288,2021-10-10
Capital Region,Schenectady,117446,108616,2021-10-10
Mohawk Valley,Schoharie,17040,16078,2021-10-10
Southern Tier,Schuyler,10032,9312,2021-10-10
Finger Lakes,Seneca,17252,16079,2021-10-10
North Country,St. Lawrence,63157,58927,2021-10-10
Southern Tier,Steuben,47747,44439,2021-10-10
Long Island,Suffolk,1068204,960391,2021-10-10
Mid-Hudson,Sullivan,43572,38964,2021-10-10
Southern Tier,Tioga,22755,21416,2021-10-10
Southern Tier,Tompkins,75212,70303,2021-10-10
Mid-Hudson,Ulster,129049,117078,2021-10-10
Capital Region,Warren,46418,43791,2021-10-10
Capital Region,Washington,36707,34700,2021-10-10
Finger Lakes,Wayne,56446,52679,2021-10-10
Mid-Hudson,Westchester,739292,663134,2021-10-10
Finger Lakes,Wyoming,20427,18999,2021-10-10
Finger Lakes,Yates,12750,11765,2021-10-10
Capital Region,Albany,220717,202809,2021-10-11
Western New York,Allegany,19907,18451,2021-10-11
New York City,Bronx,956993,833955,2021-10-11
Southern Tier,Broome,120183,112413,2021-10-11
Western New York,Cattaraugus,37572,34498,2021-10-11
Central New York,Cayuga,44018,40729,2021-10-11
Western New York,Chautauqua,70831,64549,2021-10-11
Southern Tier,Chemung,42760,39932,2021-10-11
Southern Tier,Chenango,27502,25811,2021-10-11
North Country,Clinton,52865,49648,2021-10-11
Capital Region,Columbia,40942,37285,2021-10-11
Central New York,Cortland,26240,24548,2021-10-11
Southern Tier,Delaware,23734,21900,2021-10-11
Mid-Hudson,Dutchess,198000,177384,2021-10-11
Western New York,Erie,612085,563679,2021-10-11
North Country,Essex,24564,23008,2021-10-11
North Country,Franklin,27506,25613,2021-10-11
Mohawk Valley,Fulton,26327,24489,2021-10-11
Finger Lakes,Genesee,32786,30400,2021-10-11
Capital Region,Greene,28378,25526,2021-10-11
North Country,Hamilton,3349,3105,2021-10-11
Mohawk Valley,Herkimer,32897,30367,2021-10-11
North Country,Jefferson,64587,53271,2021-10-11
New York City,Kings,1673554,1489918,2021-10-11
North Country,Lewis,12711,12020,2021-10-11
Finger Lakes,Livingston,35994,33905,2021-10-11
Central New York,Madison,48321,44975,2021-10-11
Finger Lakes,Monroe,503470,469440,2021-10-11
Mohawk Valley,Montgomery,30961,28882,2021-10-11
Long Island,Nassau,1076480,969957,2021-10-11
New York City,New York,1347266,1187840,2021-10-11
Western New York,Niagara,130190,121019,2021-10-11
Mohawk Valley,Oneida,134801,124021,2021-10-11
Central New York,Onondaga,320635,296008,2021-10-11
Finger Lakes,Ontario,73493,69308,2021-10-11
Mid-Hudson,Orange,222120,200825,2021-10-11
Finger Lakes,Orleans,21279,19609,2021-10-11
Central New York,Oswego,69771,64971,2021-10-11
Mohawk Valley,Otsego,36096,33650,2021-10-11
Mid-Hudson,Putnam,71342,63871,2021-10-11
New York City,Queens,1826129,1648476,2021-10-11
Capital Region,Rensselaer,104168,96586,2021-10-11
New York City,Richmond,323697,290546,2021-10-11
Mid-Hudson,Rockland,199249,179431,2021-10-11
Capital Region,Saratoga,163758,153333,2021-10-11
Capital Region,Schenectady,117491,108662,2021-10-11
Mohawk Valley,Schoharie,17041,16084,2021-10-11
Southern Tier,Schuyler,10039,9315,2021-10-11
Finger Lakes,Seneca,17257,16084,2021-10-11
North Country,St. Lawrence,63200,58980,2021-10-11
Southern Tier,Steuben,47761,44460,2021-10-11
Long Island,Suffolk,1068967,961284,2021-10-11
Mid-Hudson,Sullivan,43618,39024,2021-10-11
Southern Tier,Tioga,22761,21422,2021-10-11
Southern Tier,Tompkins,75247,70317,2021-10-11
Mid-Hudson,Ulster,129110,117116,2021-10-11
Capital Region,Warren,46426,43808,2021-10-11
Capital Region,Washington,36731,34722,2021-10-11
Finger Lakes,Wayne,56473,52721,2021-10-11
Mid-Hudson,Westchester,739706,663619,2021-10-11
Finger Lakes,Wyoming,20436,19007,2021-10-11
Finger Lakes,Yates,12753,11768,2021-10-11
Capital Region,Albany,220867,202973,2021-10-12
Western New York,Allegany,19914,18467,2021-10-12
New York City,Bronx,959207,836952,2021-10-12
Southern Tier,Broome,120260,112506,2021-10-12
Western New York,Cattaraugus,37612,34545,2021-10-12
Central New York,Cayuga,44038,40766,2021-10-12
Western New York,Chautauqua,70914,64650,2021-10-12
Southern Tier,Chemung,42796,39970,2021-10-12
Southern Tier,Chenango,27515,25822,2021-10-12
North Country,Clinton,52888,49698,2021-10-12
Capital Region,Columbia,40975,37328,2021-10-12
Central New York,Cortland,26254,24571,2021-10-12
Southern Tier,Delaware,23747,21921,2021-10-12
Mid-Hudson,Dutchess,198171,177606,2021-10-12
Western New York,Erie,612548,564344,2021-10-12
North Country,Essex,24577,23016,2021-10-12
North Country,Franklin,27518,25637,2021-10-12
Mohawk Valley,Fulton,26352,24518,2021-10-12
Finger Lakes,Genesee,32808,30429,2021-10-12
Capital Region,Greene,28407,25605,2021-10-12
North Country,Hamilton,3350,3109,2021-10-12
Mohawk Valley,Herkimer,32921,30399,2021-10-12
North Country,Jefferson,64648,53320,2021-10-12
New York City,Kings,1677935,1494877,2021-10-12
North Country,Lewis,12721,12035,2021-10-12
Finger Lakes,Livingston,36009,33945,2021-10-12
Central New York,Madison,48346,45013,2021-10-12
Finger Lakes,Monroe,503815,469888,2021-10-12
Mohawk Valley,Montgomery,30980,28916,2021-10-12
Long Island,Nassau,1077616,971293,2021-10-12
New York City,New York,1349050,1189577,2021-10-12
Western New York,Niagara,130288,121160,2021-10-12
Mohawk Valley,Oneida,134941,124196,2021-10-12
Central New York,Onondaga,320873,296301,2021-10-12
Finger Lakes,Ontario,73539,69351,2021-10-12
Mid-Hudson,Orange,222391,201107,2021-10-12
Finger Lakes,Orleans,21298,19623,2021-10-12
Central New York,Oswego,69817,65035,2021-10-12
Mohawk Valley,Otsego,36121,33671,2021-10-12
Mid-Hudson,Putnam,71406,63951,2021-10-12
New York City,Queens,1828645,1651886,2021-10-12
Capital Region,Rensselaer,104252,96668,2021-10-12
New York City,Richmond,324256,291274,2021-10-12
Mid-Hudson,Rockland,199589,179732,2021-10-12
Capital Region,Saratoga,163821,153441,2021-10-12
Capital Region,Schenectady,117580,108755,2021-10-12
Mohawk Valley,Schoharie,17056,16092,2021-10-12
Southern Tier,Schuyler,10044,9324,2021-10-12
Finger Lakes,Seneca,17269,16091,2021-10-12
North Country,St. Lawrence,63239,59020,2021-10-12
Southern Tier,Steuben,47816,44528,2021-10-12
Long Island,Suffolk,1070340,962719,2021-10-12
Mid-Hudson,Sullivan,43658,39063,2021-10-12
Southern Tier,Tioga,22786,21442,2021-10-12
Southern Tier,Tompkins,75290,70359,2021-10-12
Mid-Hudson,Ulster,129180,117224,2021-10-12
Capital Region,Warren,46460,43850,2021-10-12
Capital Region,Washington,36763,34761,2021-10-12
Finger Lakes,Wayne,56509,52780,2021-10-12
Mid-Hudson,Westchester,740437,664504,2021-10-12
Finger Lakes,Wyoming,20452,19037,2021-10-12
Finger Lakes,Yates,12763,11776,2021-10-12
Capital Region,Albany,221182,203163,2021-10-13
Western New York,Allegany,19929,18494,2021-10-13
New York City,Bronx,961184,839773,2021-10-13
Southern Tier,Broome,120343,112586,2021-10-13
Western New York,Cattaraugus,37661,34589,2021-10-13
Central New York,Cayuga,44067,40789,2021-10-13
Western New York,Chautauqua,70971,64733,2021-10-13
Southern Tier,Chemung,42830,40021,2021-10-13
Southern Tier,Chenango,27548,25845,2021-10-13
North Country,Clinton,52917,49755,2021-10-13
Capital Region,Columbia,41009,37351,2021-10-13
Central New York,Cortland,26266,24598,2021-10-13
Southern Tier,Delaware,23751,21939,2021-10-13
Mid-Hudson,Dutchess,198330,177780,2021-10-13
Western New York,Erie,612961,565101,2021-10-13
North Country,Essex,24583,23030,2021-10-13
North Country,Franklin,27533,25648,2021-10-13
Mohawk Valley,Fulton,26370,24552,2021-10-13
Finger Lakes,Genesee,32835,30463,2021-10-13
Capital Region,Greene,28427,25647,2021-10-13
North Country,Hamilton,3351,3109,2021-10-13
Mohawk Valley,Herkimer,32940,30440,2021-10-13
North Country,Jefferson,64718,53431,2021-10-13
New York City,Kings,1680621,1498252,2021-10-13
North Country,Lewis,12737,12057,2021-10-13
Finger Lakes,Livingston,36032,33988,2021-10-13
Central New York,Madison,48388,45060,2021-10-13
Finger Lakes,Monroe,504177,470344,2021-10-13
Mohawk Valley,Montgomery,30994,28960,2021-10-13
Long Island,Nassau,1078770,972769,2021-10-13
New York City,New York,1350560,1191002,2021-10-13
Western New York,Niagara,130363,121286,2021-10-13
Mohawk Valley,Oneida,135085,124351,2021-10-13
Central New York,Onondaga,321056,296525,2021-10-13
Finger Lakes,Ontario,73585,69411,2021-10-13
Mid-Hudson,Orange,222656,201420,2021-10-13
Finger Lakes,Orleans,21328,19645,2021-10-13
Central New York,Oswego,69870,65103,2021-10-13
